rating,date,variation,review,feedback
4,29-Jul-18,Sandstone Fabric ,sound quality good wish area could answer question,1
5,29-Jul-18,Heather Gray Fabric ,second echo dot speaker weak purchase listen music speaker great,1
5,29-Jul-18,Charcoal Fabric ,great sound,1
5,29-Jul-18,Heather Gray Fabric ,great,1
4,29-Jul-18,Charcoal Fabric ,really use speaker stream music months kind useless,1
5,29-Jul-18,Heather Gray Fabric ,set user friendly set want user friendly id hop area pp able download pp without instal invasion drivers wife retire able install area son want supply smart phone use area yet,1
5,29-Jul-18,Charcoal Fabric ,easy set really enjoy,1
3,29-Jul-18,Heather Gray Fabric ,echo come build battery plug time use make quite inconvenient,1
5,29-Jul-18,Charcoal Fabric ,compact bite better original,1
5,29-Jul-18,Charcoal Fabric ,love pretty cool,1
5,29-Jul-18,Charcoal Fabric ,live room music sound really good live room hear upstairs,1
5,29-Jul-18,Heather Gray Fabric ,great product set easy sound wonderful,1
4,28-Jul-18,Charcoal Fabric ,far like buy music though sound pretty good,1
5,28-Jul-18,Charcoal Fabric ,love,1
5,28-Jul-18,Charcoal Fabric ,love,1
5,28-Jul-18,Charcoal Fabric ,glad buy,1
5,28-Jul-18,Heather Gray Fabric ,like type funmusic,1
5,28-Jul-18,Heather Gray Fabric ,like volume top turn quickly,1
3,28-Jul-18,Charcoal Fabric ,beyond capabilities program grandkids love,1
5,28-Jul-18,Heather Gray Fabric ,love new echo give hours music help things difficult set help tekkie,1
5,28-Jul-18,Charcoal Fabric ,almost good bone love whole house music,1
1,28-Jul-18,Charcoal Fabric ,area hardly come,0
5,28-Jul-18,Charcoal Fabric ,easy set use pp also easy install phone sound quality listen music candor wonderful,1
5,28-Jul-18,Charcoal Fabric ,still learn use echo far love,1
4,28-Jul-18,Charcoal Fabric ,work awesome,1
5,28-Jul-18,Charcoal Fabric ,work great,1
5,28-Jul-18,Charcoal Fabric ,small speaker sound great,1
5,28-Jul-18,Charcoal Fabric ,great sound size prize coursealexa,1
5,28-Jul-18,Charcoal Fabric ,dont echo definitely need one,1
5,28-Jul-18,Charcoal Fabric ,great device seem work better generation,1
1,31-Jul-18,Black,item longer work months use connect wife responsive rest request,0
5,30-Jul-18,Black,love echo dot easy fun get drop granddaughter live miles away sound like right next,1
5,30-Jul-18,Black,work great different new ones,1
5,30-Jul-18,Black,ones go kitchen timermusic duty,1
4,30-Jul-18,White,love volume could definitely use boost better build speakers would definitely star think ahead put audit axillary input buy dedicate speaker echo prove best way go,1
4,30-Jul-18,Black,work fine,1
5,30-Jul-18,Black,work great look brand new love new echo dot get main room house,1
4,30-Jul-18,Black,refurbish item work like new love easy set love issue volume listen relax fine expect anything else recommend purchase speaker,1
5,29-Jul-18,Black,loud,1
5,29-Jul-18,White,one love,1
4,29-Jul-18,White,sure feel echo dot many things need get use ask right question wont understand,1
1,29-Jul-18,Black,thing barely work select party ape stuff think could box send mine back sap waste money,0
3,29-Jul-18,Black,gift man like plug picture show cord would prefer careless still work though purpose buy,1
5,28-Jul-18,Black,amazon echo device purchase refurbish satisfy time different tell brand new price cheaper echo wake us keep time play music us act encyclopedia turn light much,1
5,28-Jul-18,White,small echo dot amaze sound come great change nest thermostatand phillips hue lightswithout leave chair,1
5,28-Jul-18,White,talk time songs agent dislike device,1
5,28-Jul-18,Black,never disappoint amazon technology,1
5,28-Jul-18,Black,work promise,1
1,28-Jul-18,Black,return echo dot get refund return one package want refund package see,0
1,28-Jul-18,Black,work,0
3,27-Jul-18,Black,weird pause speech pattern present echo devices,1
5,27-Jul-18,Black,sure love area thank great price product,1
5,27-Jul-18,Black,work,1
1,27-Jul-18,Black,echo fan one work,0
5,26-Jul-18,White,buy bathroom listen shower love,1
2,26-Jul-18,Black,always respond speak prompt word think would connect echo upstairs use like interior able,0
5,26-Jul-18,Black,fast ship work well,1
5,26-Jul-18,Black,love,1
5,26-Jul-18,White,love love love new free assistant,1
5,25-Jul-18,Black,six word tell poor,1
1,25-Jul-18,White,work month stop give try everything try make work nothing work want refund,0
2,25-Jul-18,Black,poor quality give away,0
4,25-Jul-18,Black,refurbish way go echo work like new,1
4,25-Jul-18,Black,love,1
5,25-Jul-18,White,five need say,1
3,24-Jul-18,Black,speakers agent loud area great though besides,1
5,24-Jul-18,Black,work great sound good,1
1,24-Jul-18,Black,never could get work tache friend look say adapt want strong enough power look like buy dollar store go replace adapt hope work,0
5,24-Jul-18,Black,almost like star tree home fun try outsmart,1
5,23-Jul-18,White,add echo system refurbish product work like new,1
5,23-Jul-18,Black,great office use daily many ways include spell background music,1
5,23-Jul-18,Black,awesome love area,1
5,22-Jul-18,White,want sure really want one extremely useful get one love,1
2,22-Jul-18,White,initially echo dot work well time dot stop respond area unless within one foot yell echosecho dot room would respond without response echo dot would recommend buy refurbish,0
5,21-Jul-18,Black,great product fast ship,1
1,20-Jul-18,Black,buy echo dot refurbish stop whatever function perform quite often wake every time random turn nothing buy refurbish echo dot,0
5,19-Jul-18,White,perfect work great problems refurbish,1
1,19-Jul-18,Black,dont trust,0
5,18-Jul-18,Black,perfect condition love echo,1
5,18-Jul-18,Black,love beautiful experience especially hook smart light accessories,1
5,18-Jul-18,Black,get within last couple weeks tell issue son want birthday could tell joke could ask question listen music enjoy one much buy second one week prime deal day,1
4,18-Jul-18,Black,divert,1
5,18-Jul-18,White,great product work great,1
5,17-Jul-18,Black,buy guest room radio alarm clock information center much,1
5,17-Jul-18,Black,great buy buy go echo love speaker best music work great kitchen time alarm,1
5,16-Jul-18,Black,work perfect save buck buy refurbish look brand new,1
5,16-Jul-18,White,look work perfect glad get good deal,1
5,15-Jul-18,White,good new one buy less,1
5,15-Jul-18,Black,love work well,1
5,14-Jul-18,White,everything perfect,1
5,13-Jul-18,Black,good price prompt ship work fearlessly,1
5,13-Jul-18,Black,love area,1
4,13-Jul-18,Black,room improvement price complain much still complain however audit terrible kind like listen speaknspell,1
5,13-Jul-18,Black,love buy son want awesome,1
5,13-Jul-18,White,echo work price great deal issue dot speaker bite tiny good second unit like attach external speaker soundgood buy,1
5,13-Jul-18,Black,thank,1
1,13-Jul-18,Black,want use radio interior get terrible reception live speech recognition software horrible wife native americans whose language english north texas neither accent birth area yet good job understand us buy two thing additional wife reception poor marginal buy wife range extend office ten feet outer problems switch around difference disconnect dust collectors,0
5,12-Jul-18,Black,third dot work perfectly use one multiple time day absolutely love,1
1,12-Jul-18,Black,item never work box break spend several days try get work run amazon thing accomplish never order another refurbish device,0
5,11-Jul-18,Black,already echo plus buy one bedroom love function,1
5,11-Jul-18,Black,simple set music everywhere,1
5,11-Jul-18,Black,work like brand new dot satisfy,1
1,11-Jul-18,Black,great product return new area dot refurbish already give problems connection,0
5,10-Jul-18,White,echo already go one refurbish save buck work great love new generation one rubber bottom nice,1
5,10-Jul-18,Black,love fact plug take basement want sundry,1
5,10-Jul-18,Black,refurbish good new ones give buy,1
5,9-Jul-18,Black,good new,1
5,9-Jul-18,Black,granddaughter love,1
4,9-Jul-18,Black,price great trouble hear across room move another spot seem work fine buy want every room,1
5,9-Jul-18,Black,set area blue tooth speakers enjoy listen music outdoor wait try new stuff use area,1
5,9-Jul-18,White,thank,1
5,9-Jul-18,Black,work great,1
1,9-Jul-18,Black,buy terrify refurbish echo dot buy refurbish echo dot unit poor receive command sometimes even acknowledge command never buy refurbish echo dot unit receive probably never terrify refurbish indicate also buy new echo dot work perfectlyvery disappoint,0
5,8-Jul-18,Black,start amazon productsand regret nothing absolutely great journey products continue improve daytoday life,1
5,8-Jul-18,Black,use several months without problem,1
5,7-Jul-18,Black,first smart device surely buy devices compatible one,1
5,7-Jul-18,Black,love,1
5,7-Jul-18,Black,love good new one,1
5,7-Jul-18,Black,larger echo time love buy one another portion house since several wife home devices want voice control house,1
4,7-Jul-18,White,love product use turn light answer quick question,1
5,7-Jul-18,Black,great buy,1
5,6-Jul-18,Black,weary refurbish work great,1
4,5-Jul-18,White,puny sound work great,1
5,5-Jul-18,Black,great,1
5,5-Jul-18,Black,exactly like new tell difference new dot get prior one work perfectly love area,1
5,5-Jul-18,Black,work perfect wear tear device love area work make home smart,1
5,5-Jul-18,Black,work good,1
4,5-Jul-18,Black,thing dont like shut work great,1
5,4-Jul-18,Black,excellent product mint condition refurbish unit would never know refurbish,1
4,4-Jul-18,White,already own couple echo frustrate also use anterooms finally amazon enable dron feature use echo reach family remote part house teenager insist never hear yell come dinners feature mainly use echo standard stuff play music set alarm answer question etc lifechanging home device amazon would believe convenient around return save buck look work brand ones,1
5,3-Jul-18,Black,love worry refurbish part first first echo awesome use everything light since work nights shop well specify plan get parent help everyday things take grant young would recommend everyone,1
5,3-Jul-18,Black,love area hope every room soon,1
5,3-Jul-18,White,simplicity use set,1
5,2-Jul-18,Black,great get one gaze one upstairs,1
5,2-Jul-18,White,work great never issue,1
4,2-Jul-18,Black,everything ask,1
4,2-Jul-18,Black,work great good sound,1
4,2-Jul-18,Black,use echo listen music well sort research tool answer variety question would like volume could go little bite louder complaint also believe internal power source order use echo must plug time use universal charge cord would nice use echo dot go without buy product,1
5,2-Jul-18,Black,love great fun,1
5,2-Jul-18,Black,love,1
5,2-Jul-18,White,outstanding use fireworks like say,1
5,2-Jul-18,White,save always nice son always say buy refurbish mean get new device product less run diagnostic everything correct,1
5,1-Jul-18,Black,work perfectly area turn light room,1
5,1-Jul-18,Black,never would know refurbish,1
3,1-Jul-18,Black,far good,1
5,1-Jul-18,Black,look perform new complaints,1
4,1-Jul-18,Black,go great echo,1
5,1-Jul-18,Black,work great like new one already,1
1,1-Jul-18,White,item work terrify refurbish mean work advertise instead item crash soon turn plug try connect phone echo dot crash would discontent orange light would freeze thing would report blue light area would tell ready connect freeze mid sentence try hold action button second anything return immediately hope actually fix item next buyer purchase,0
5,30-Jun-18,Black,fast service get order thank,1
5,30-Jun-18,Black,love even though still try figure things item work great phone,1
2,29-Jun-18,White,none,0
